policy,minutes,stage,cash,net_income_per_min,sustained_income_per_min,customers_served,upgrades,employees
roi-optimal,268.50,3,3412.08,75.413,35.583,991,29,4
roi-optimal,269.00,3,3414.66,63.095,37.178,992,29,4
roi-optimal,269.50,3,3450.70,38.834,37.913,995,29,4
roi-optimal,270.00,3,3480.70,50.074,39.117,999,29,4
roi-optimal,270.50,3,3483.52,25.911,38.240,1000,29,4
roi-optimal,271.00,3,3516.97,36.481,37.192,1004,29,4
roi-optimal,271.50,3,3550.04,66.740,38.890,1007,29,4
roi-optimal,272.00,3,3552.62,35.864,38.379,1008,29,4
roi-optimal,272.50,3,3575.74,25.911,35.997,1011,29,4
roi-optimal,273.00,3,3592.76,40.356,35.241,1014,29,4
roi-optimal,273.50,3,3618.47,42.946,35.705,1017,29,4
roi-optimal,274.00,3,3627.99,35.451,35.767,1018,29,4
roi-optimal,274.50,3,3651.18,32.933,35.175,1022,29,4
roi-optimal,275.00,3,3664.58,36.805,34.788,1024,29,4
roi-optimal,275.50,3,3669.24,18.274,33.767,1025,29,4
roi-optimal,276.00,3,3686.83,22.472,32.137,1026,29,4
roi-optimal,276.50,3,3685.53,-2.383,30.224,1026,29,4
roi-optimal,277.00,3,3684.23,-2.383,29.437,1026,29,4
roi-optimal,277.50,3,3682.93,-2.383,28.650,1026,29,4
roi-optimal,278.00,3,3681.63,-2.383,28.650,1026,29,4
roi-optimal,278.50,3,3680.33,-2.383,28.650,1026,29,4
roi-optimal,279.00,3,3697.93,16.511,29.437,1027,29,4
roi-optimal,279.50,3,3714.68,34.567,30.083,1029,29,4
roi-optimal,280.00,3,3730.28,32.563,29.970,1031,29,4
roi-optimal,280.50,3,3747.01,32.546,28.184,1034,29,4
roi-optimal,281.00,3,3757.99,25.371,26.612,1036,29,4
roi-optimal,281.50,3,3821.60,67.677,27.814,1040,29,4
roi-optimal,282.00,3,3831.23,38.372,27.326,1041,29,4
roi-optimal,282.50,3,3861.76,40.382,27.929,1045,29,4
roi-optimal,283.00,3,3871.29,40.275,28.088,1046,29,4
roi-optimal,283.50,3,3885.47,23.920,26.303,1048,29,4
roi-optimal,284.00,3,3897.06,25.985,25.892,1050,29,4
roi-optimal,284.50,3,3920.07,34.817,26.263,1053,29,4
roi-optimal,285.00,3,3921.33,24.487,25.602,1054,29,4
roi-optimal,285.50,3,3941.60,21.746,24.718,1057,29,4
roi-optimal,286.00,3,3956.49,35.378,24.715,1058,29,4
roi-optimal,286.50,3,3976.09,18.516,24.115,1061,29,4
roi-optimal,287.00,3,4002.90,35.804,24.073,1064,29,4
roi-optimal,287.50,3,4041.50,59.670,25.798,1068,29,4
roi-optimal,288.00,3,4040.20,37.519,26.425,1068,29,4
roi-optimal,288.50,3,4044.86,3.577,26.673,1069,29,4
roi-optimal,289.00,3,4043.56,3.577,26.921,1069,29,4
roi-optimal,289.50,3,4042.26,-2.383,26.921,1069,29,4
roi-optimal,290.00,3,4040.96,-2.383,26.921,1069,29,4
roi-optimal,290.50,3,4039.66,-2.383,26.921,1069,29,4
roi-optimal,291.00,3,4038.36,-2.383,26.134,1069,29,4
roi-optimal,291.50,3,4063.58,24.137,25.699,1071,29,4
roi-optimal,292.00,3,4084.32,46.178,26.267,1074,29,4
roi-optimal,292.50,3,4089.45,26.088,25.998,1076,29,4
roi-optimal,293.00,3,4106.21,22.103,25.862,1078,29,4
roi-optimal,293.50,3,4127.92,38.683,24.653,1080,29,4
roi-optimal,294.00,3,4160.17,54.179,25.312,1084,29,4
roi-optimal,294.50,3,4169.80,39.541,25.277,1085,29,4
roi-optimal,295.00,3,4200.48,40.528,25.288,1088,29,4
roi-optimal,295.50,3,4255.92,73.244,27.343,1092,29,4
roi-optimal,296.00,3,4259.77,40.604,27.952,1093,29,4
roi-optimal,296.50,3,4284.84,29.143,27.715,1097,29,4
roi-optimal,297.00,3,4295.82,36.269,28.206,1099,29,4
roi-optimal,297.50,3,4337.83,48.056,29.303,1103,29,4
roi-optimal,298.00,3,4357.43,48.342,29.843,1106,29,4
roi-optimal,298.50,3,4362.56,24.947,30.111,1108,29,4
roi-optimal,299.00,3,4371.59,10.505,29.057,1109,29,4
roi-optimal,299.50,3,4392.90,30.552,27.843,1112,29,4
roi-optimal,300.00,3,4391.60,20.222,27.123,1112,29,4
roi-optimal,300.50,3,4396.26,3.577,27.123,1113,29,4
roi-optimal,301.00,3,4394.96,3.577,27.123,1113,29,4
roi-optimal,301.50,3,4393.66,-2.383,27.123,1113,29,4
roi-optimal,302.00,3,4392.36,-2.383,27.123,1113,29,4
roi-optimal,302.50,3,4391.06,-2.383,27.123,1113,29,4
roi-optimal,303.00,3,4408.65,16.511,27.910,1114,29,4
roi-optimal,303.50,3,4428.61,37.772,28.478,1116,29,4
roi-optimal,304.00,3,4456.54,48.102,28.558,1118,29,4
roi-optimal,304.50,3,4490.52,62.127,30.060,1122,29,4
roi-optimal,305.00,3,4495.18,38.862,30.758,1123,29,4
roi-optimal,305.50,3,4523.98,33.669,30.549,1127,29,4
roi-optimal,306.00,3,4538.87,28.853,29.494,1128,29,4
roi-optimal,306.50,3,4580.47,40.523,29.535,1132,29,4
roi-optimal,307.00,3,4605.48,64.268,30.524,1135,29,4
roi-optimal,307.50,3,4618.87,38.617,29.081,1137,29,4
roi-optimal,308.00,3,4633.65,28.393,28.572,1139,29,4
roi-optimal,308.50,3,4647.05,28.393,28.541,1141,29,4
roi-optimal,309.00,3,4685.15,37.019,28.572,1145,29,4
roi-optimal,309.50,3,4701.67,52.282,28.748,1149,29,4
roi-optimal,310.00,3,4700.37,15.438,27.377,1149,29,4
roi-optimal,310.50,3,4751.91,50.452,28.440,1153,29,4
roi-optimal,311.00,3,4774.92,55.870,30.330,1156,29,4
roi-optimal,311.50,3,4815.52,63.834,31.717,1159,29,4
roi-optimal,312.00,3,4825.16,31.557,32.189,1160,29,4
roi-optimal,312.50,3,4834.79,19.478,32.852,1161,29,4
roi-optimal,313.00,3,4833.49,8.547,33.059,1161,29,4
roi-optimal,313.50,3,4832.19,-2.383,33.059,1161,29,4
roi-optimal,314.00,3,4841.22,7.947,33.489,1162,29,4
roi-optimal,314.50,3,4847.04,15.072,34.217,1163,29,4
roi-optimal,315.00,3,4845.74,4.742,33.726,1163,29,4
roi-optimal,315.50,3,4851.57,4.742,32.350,1164,29,4
roi-optimal,316.00,3,4864.07,18.541,31.118,1167,29,4
roi-optimal,316.50,3,4873.76,22.413,29.464,1169,29,4
roi-optimal,317.00,3,4911.67,47.824,29.837,1173,29,4
roi-optimal,317.50,3,4927.57,54.027,30.685,1176,29,4
roi-optimal,318.00,3,4942.35,24.938,30.522,1178,29,4
roi-optimal,318.50,3,4973.94,46.585,30.775,1182,29,4
roi-optimal,319.00,3,4998.66,56.525,30.452,1184,29,4
roi-optimal,319.50,3,5019.97,46.242,30.770,1187,29,4
roi-optimal,320.00,3,5033.11,29.517,30.817,1189,29,4
roi-optimal,320.50,3,5068.66,48.906,31.671,1192,29,4
roi-optimal,321.00,3,5084.25,40.528,31.818,1194,29,4
roi-optimal,321.50,3,5104.10,35.661,31.125,1196,29,4
roi-optimal,322.00,3,5127.82,43.786,32.306,1200,29,4
roi-optimal,322.50,3,5144.57,36.572,31.728,1202,29,4
roi-optimal,323.00,3,5181.22,42.687,31.179,1205,29,4
roi-optimal,323.50,3,5194.12,49.764,30.592,1207,29,4
roi-optimal,324.00,3,5206.52,25.525,30.341,1210,29,4
roi-optimal,324.50,3,5205.22,11.323,30.001,1210,29,4
roi-optimal,325.00,3,5203.92,-2.383,29.546,1210,29,4
roi-optimal,325.50,3,5213.45,8.440,29.997,1211,29,4
roi-optimal,326.00,3,5212.15,8.440,30.017,1211,29,4
roi-optimal,326.50,3,5210.85,-2.383,29.290,1211,29,4
roi-optimal,327.00,3,5223.04,11.105,29.555,1213,29,4
roi-optimal,327.50,3,5225.85,4.290,29.536,1214,29,4
roi-optimal,328.00,3,5237.64,14.818,29.381,1216,29,4
roi-optimal,328.50,3,5289.61,63.972,31.113,1220,29,4
roi-optimal,329.00,3,5305.81,68.384,31.969,1223,29,4
roi-optimal,329.50,3,5309.66,20.264,30.563,1224,29,4
roi-optimal,330.00,3,5354.36,48.776,31.556,1228,29,4
roi-optimal,330.50,3,5374.32,64.886,32.318,1230,29,4
roi-optimal,331.00,3,5385.13,30.981,31.254,1233,29,4
roi-optimal,331.50,3,5397.21,23.102,30.290,1235,29,4
roi-optimal,332.00,3,5436.26,51.347,31.200,1238,29,4
roi-optimal,332.50,3,5468.30,52.410,31.346,1241,29,4
roi-optimal,333.00,3,5474.71,38.665,31.268,1243,29,4
roi-optimal,333.50,3,5489.38,21.301,30.670,1247,29,4
roi-optimal,334.00,3,5510.95,36.457,30.364,1250,29,4
roi-optimal,334.50,3,5526.43,37.265,30.393,1252,29,4
roi-optimal,335.00,3,5535.21,24.477,29.634,1254,29,4
roi-optimal,335.50,3,5551.96,21.633,28.462,1256,29,4
roi-optimal,336.00,3,5580.38,45.391,29.290,1258,29,4
roi-optimal,336.50,3,5579.08,27.335,29.957,1258,29,4
roi-optimal,337.00,3,5577.78,-2.383,29.957,1258,29,4
roi-optimal,337.50,3,5576.48,-2.383,29.506,1258,29,4
roi-optimal,338.00,3,5575.18,-2.383,29.055,1258,29,4
roi-optimal,338.50,3,5591.83,15.566,29.803,1260,29,4
roi-optimal,339.00,3,5590.53,15.566,29.989,1260,29,4
roi-optimal,339.50,3,5589.23,-2.383,29.711,1260,29,4
roi-optimal,340.00,3,5632.80,42.488,30.864,1264,29,4
roi-optimal,340.50,3,5659.29,59.343,30.671,1267,29,4
roi-optimal,341.00,3,5668.92,36.332,29.335,1268,29,4
roi-optimal,341.50,3,5690.38,31.315,29.796,1270,29,4
roi-optimal,342.00,3,5707.98,35.406,29.239,1271,29,4
roi-optimal,342.50,3,5763.02,72.857,29.571,1275,29,4
roi-optimal,343.00,3,5773.65,65.883,31.025,1277,29,4
roi-optimal,343.50,3,5807.43,44.623,31.922,1279,29,4
roi-optimal,344.00,3,5850.05,76.623,32.975,1283,29,4
roi-optimal,344.50,3,5848.75,41.538,32.522,1283,29,4
roi-optimal,345.00,3,5880.05,30.217,32.170,1287,29,4
roi-optimal,345.50,3,5901.36,52.822,33.483,1290,29,4
roi-optimal,346.00,3,5921.51,41.675,33.701,1292,29,4
roi-optimal,346.50,3,5947.43,46.291,34.077,1295,29,4
roi-optimal,347.00,3,5965.03,43.732,34.879,1296,29,4
roi-optimal,347.50,3,5993.40,46.184,35.902,1300,29,4
roi-optimal,348.00,3,6015.31,44.534,35.867,1303,29,4
roi-optimal,348.50,3,6014.01,20.822,35.595,1303,29,4
roi-optimal,349.00,3,6016.82,1.732,35.767,1304,29,4
roi-optimal,349.50,3,6015.52,1.732,35.938,1304,29,4
roi-optimal,350.00,3,6014.22,-2.383,35.938,1304,29,4
roi-optimal,350.50,3,6012.92,-2.383,35.190,1304,29,4
roi-optimal,351.00,3,6011.62,-2.383,34.442,1304,29,4
roi-optimal,351.50,3,6023.41,10.702,34.988,1306,29,4
roi-optimal,352.00,3,6042.51,31.108,34.513,1309,29,4
roi-optimal,352.50,3,6050.90,27.706,33.195,1311,29,4
roi-optimal,353.00,3,6087.05,42.198,33.440,1315,29,4
roi-optimal,353.50,3,6126.40,71.606,35.118,1318,29,4
roi-optimal,354.00,3,6131.06,44.226,35.486,1319,29,4
roi-optimal,354.50,3,6160.75,34.567,33.891,1322,29,4
roi-optimal,355.00,3,6196.40,55.227,33.447,1325,29,4
roi-optimal,355.50,3,6205.43,44.897,33.458,1326,29,4
roi-optimal,356.00,3,6241.75,45.568,32.164,1330,29,4
roi-optimal,356.50,3,6260.86,44.820,32.301,1333,29,4
roi-optimal,357.00,3,6283.60,42.067,32.794,1335,29,4
roi-optimal,357.50,3,6315.73,36.195,32.102,1339,29,4
roi-optimal,358.00,3,6328.88,45.491,32.261,1341,29,4
roi-optimal,358.50,3,6348.84,33.323,31.720,1343,29,4
roi-optimal,359.00,3,6377.26,27.335,31.037,1345,29,4
roi-optimal,359.50,3,6378.51,29.894,30.358,1346,29,4
roi-optimal,360.00,3,6396.11,19.070,29.297,1347,29,4
roi-optimal,360.50,3,6394.81,16.511,29.118,1347,29,4
roi-optimal,361.00,3,6409.70,13.807,29.621,1348,29,4
roi-optimal,361.50,3,6410.96,16.365,30.231,1349,29,4
roi-optimal,362.00,3,6409.66,0.175,30.337,1349,29,4
roi-optimal,362.50,3,6408.36,-2.383,30.337,1349,29,4
roi-optimal,363.00,3,6410.93,1.489,30.499,1350,29,4
roi-optimal,363.50,3,6430.04,21.895,30.965,1353,29,4
roi-optimal,364.00,3,6459.73,49.016,31.711,1356,29,4
roi-optimal,364.50,3,6488.26,58.436,32.991,1358,29,4
roi-optimal,365.00,3,6514.08,54.563,33.507,1360,29,4
roi-optimal,365.50,3,6512.78,8.547,30.879,1360,29,4
roi-optimal,366.00,3,6532.38,18.516,29.808,1363,29,4
roi-optimal,366.50,3,6555.01,42.452,30.137,1366,29,4
roi-optimal,367.00,3,6573.97,25.625,28.903,1370,29,4
roi-optimal,367.50,3,6603.56,44.651,28.893,1373,29,4
roi-optimal,368.00,3,6616.46,42.706,28.774,1375,29,4
roi-optimal,368.50,3,6650.25,46.905,28.861,1377,29,4
roi-optimal,369.00,3,6648.95,16.511,27.796,1377,29,4
roi-optimal,369.50,3,6674.02,23.983,27.287,1381,29,4
roi-optimal,370.00,3,6677.87,23.172,26.357,1382,29,4
roi-optimal,370.50,3,6700.99,27.186,26.101,1385,29,4
roi-optimal,371.00,3,6722.31,44.657,26.823,1388,29,4
roi-optimal,371.50,3,6739.90,39.133,27.208,1389,29,4
roi-optimal,372.00,3,6742.72,20.627,27.273,1390,29,4
roi-optimal,372.50,3,6741.42,1.732,26.657,1390,29,4
roi-optimal,373.00,3,6740.12,-2.383,25.982,1390,29,4
roi-optimal,373.50,3,6738.82,-2.383,25.201,1390,29,4
roi-optimal,374.00,3,6740.08,0.175,25.201,1391,29,4
roi-optimal,374.50,3,6738.78,0.175,25.308,1391,29,4
roi-optimal,375.00,3,6737.48,-2.383,25.146,1391,29,4
roi-optimal,375.50,3,6736.18,-2.383,24.135,1391,29,4
roi-optimal,376.00,3,6734.88,-2.383,21.993,1391,29,4
roi-optimal,376.50,3,6776.88,40.921,21.263,1395,29,4
roi-optimal,377.00,3,6813.03,62.182,21.581,1398,29,4
roi-optimal,377.50,3,6822.55,45.891,23.137,1399,29,4
roi-optimal,378.00,3,6835.95,23.137,23.329,1401,29,4
roi-optimal,378.50,3,6864.37,42.032,23.312,1403,29,4
roi-optimal,379.00,3,6884.22,37.665,23.814,1405,29,4
roi-optimal,379.50,3,6892.76,28.604,23.145,1407,29,4
roi-optimal,380.00,3,6900.48,16.472,22.052,1409,29,4
roi-optimal,380.50,3,6914.66,22.119,21.019,1411,29,4
roi-optimal,381.00,3,6929.65,29.387,21.556,1413,29,4
roi-optimal,381.50,3,6950.92,20.188,21.397,1417,29,4
roi-optimal,382.00,3,6960.44,20.682,21.294,1418,29,4
roi-optimal,382.50,3,6993.89,43.190,21.961,1422,29,4
roi-optimal,383.00,3,7033.42,51.934,22.264,1426,29,4
roi-optimal,383.50,3,7036.24,42.561,22.407,1427,29,4
roi-optimal,384.00,3,7055.13,21.928,22.461,1430,29,4
roi-optimal,384.50,3,7072.73,36.707,23.918,1431,29,4
roi-optimal,385.00,3,7071.43,16.511,24.705,1431,29,4
roi-optimal,385.50,3,7074.24,1.732,24.877,1432,29,4
roi-optimal,386.00,3,7072.94,1.732,24.942,1432,29,4
roi-optimal,386.50,3,7071.64,-2.383,24.835,1432,29,4
roi-optimal,387.00,3,7070.34,-2.383,24.835,1432,29,4
roi-optimal,387.50,3,7092.36,20.932,25.807,1434,29,4
roi-optimal,388.00,3,7098.77,28.640,27.099,1436,29,4
roi-optimal,388.50,3,7123.99,31.845,26.721,1438,29,4
roi-optimal,389.00,3,7150.85,52.297,26.309,1441,29,4
roi-optimal,389.50,3,7179.68,55.912,26.727,1444,29,4
roi-optimal,390.00,3,7183.53,32.902,27.134,1445,29,4
roi-optimal,390.50,3,7199.60,20.128,26.221,1448,29,4
roi-optimal,391.00,3,7202.41,19.094,25.447,1449,29,4
roi-optimal,391.50,3,7227.59,24.094,25.259,1453,29,4
roi-optimal,392.00,3,7232.25,26.182,25.664,1454,29,4
roi-optimal,392.50,3,7249.01,15.681,25.396,1458,29,4
roi-optimal,393.00,3,7282.22,38.086,25.758,1462,29,4
roi-optimal,393.50,3,7291.85,43.056,26.711,1463,29,4
roi-optimal,394.00,3,7327.49,45.480,27.744,1467,29,4
roi-optimal,394.50,3,7342.27,21.405,26.836,1469,29,4
roi-optimal,395.00,3,7386.87,54.456,26.941,1472,29,4
roi-optimal,395.50,3,7430.99,78.117,28.423,1475,29,4
roi-optimal,396.00,3,7445.88,59.222,29.977,1476,29,4
roi-optimal,396.50,3,7460.77,13.807,29.023,1477,29,4
roi-optimal,397.00,3,7459.47,-2.383,28.235,1477,29,4
roi-optimal,397.50,3,7458.17,-2.383,28.064,1477,29,4
roi-optimal,398.00,3,7456.87,-2.383,27.893,1477,29,4
roi-optimal,398.50,3,7459.44,1.489,28.054,1478,29,4
roi-optimal,399.00,3,7458.14,1.489,28.215,1478,29,4
roi-optimal,399.50,3,7456.84,-2.383,27.244,1478,29,4
roi-optimal,400.00,3,7483.54,25.618,27.118,1482,29,4
roi-optimal,400.50,3,7501.09,44.467,27.644,1485,29,4
roi-optimal,401.00,3,7503.67,20.338,26.312,1486,29,4
roi-optimal,401.50,3,7518.01,17.133,24.696,1489,29,4
roi-optimal,402.00,3,7539.57,26.441,24.427,1492,29,4
roi-optimal,402.50,3,7565.97,45.614,25.489,1496,29,4
roi-optimal,403.00,3,7582.70,39.473,26.338,1499,29,4
roi-optimal,403.50,3,7597.59,31.845,26.661,1500,29,4
roi-optimal,404.00,3,7641.79,43.114,27.367,1504,29,4
roi-optimal,404.50,3,7656.72,56.783,29.079,1508,29,4
roi-optimal,405.00,3,7655.42,13.844,28.069,1508,29,4
roi-optimal,405.50,3,7672.65,16.147,26.948,1512,29,4
roi-optimal,406.00,3,7689.88,34.679,26.498,1515,29,4
roi-optimal,406.50,3,7711.59,34.009,27.023,1517,29,4
roi-optimal,407.00,3,7738.65,44.867,26.624,1521,29,4
roi-optimal,407.50,3,7757.54,39.043,24.995,1524,29,4
roi-optimal,408.00,3,7756.24,17.812,23.270,1524,29,4
roi-optimal,408.50,3,7770.92,13.590,23.261,1526,29,4
roi-optimal,409.00,3,7769.62,13.590,23.927,1526,29,4
roi-optimal,409.50,3,7768.32,-2.383,23.927,1526,29,4
roi-optimal,410.00,3,7767.02,-2.383,23.927,1526,29,4
roi-optimal,410.50,3,7765.72,-2.383,23.765,1526,29,4
roi-optimal,411.00,3,7764.42,-2.383,23.604,1526,29,4
roi-optimal,411.50,3,7763.12,-2.383,23.604,1526,29,4
roi-optimal,412.00,3,7768.49,4.290,22.715,1528,29,4
roi-optimal,412.50,3,7787.14,21.685,21.766,1531,29,4
roi-optimal,413.00,3,7828.92,56.770,23.284,1535,29,4
roi-optimal,413.50,3,7834.29,47.364,24.544,1537,29,4
roi-optimal,414.00,3,7862.71,34.009,24.859,1539,29,4
roi-optimal,414.50,3,7912.39,48.596,24.983,1543,29,4
roi-optimal,415.00,3,7922.95,60.456,25.857,1546,29,4
roi-optimal,415.50,3,7947.95,31.666,25.850,1549,29,4
roi-optimal,416.00,3,7967.81,34.744,25.501,1551,29,4
roi-optimal,416.50,3,7982.70,34.961,24.592,1552,29,4
roi-optimal,417.00,3,8014.74,47.147,25.980,1555,29,4
roi-optimal,417.50,3,8021.14,38.665,26.918,1557,29,4
roi-optimal,418.00,3,8036.23,16.565,26.163,1560,29,4
roi-optimal,418.50,3,8084.82,58.746,27.194,1564,29,4
roi-optimal,419.00,3,8087.64,51.621,27.475,1565,29,4
roi-optimal,419.50,3,8106.19,21.578,26.747,1568,29,4
roi-optimal,420.00,3,8110.03,22.613,26.948,1569,29,4
roi-optimal,420.50,3,8115.17,9.197,26.764,1571,29,4
roi-optimal,421.00,3,8113.87,4.048,26.367,1571,29,4
roi-optimal,421.50,3,8112.57,-2.383,26.367,1571,29,4
roi-optimal,422.00,3,8111.27,-2.383,26.367,1571,29,4
roi-optimal,422.50,3,8109.97,-2.383,26.367,1571,29,4
roi-optimal,423.00,3,8108.67,-2.383,26.367,1571,29,4
roi-optimal,423.50,3,8124.15,14.401,27.066,1573,29,4
roi-optimal,424.00,3,8139.63,31.185,28.187,1575,29,4
roi-optimal,424.50,3,8176.28,52.346,29.464,1578,29,4
roi-optimal,425.00,3,8185.80,46.385,29.032,1579,29,4
roi-optimal,425.50,3,8217.50,30.611,28.334,1583,29,4
roi-optimal,426.00,3,8231.68,46.091,28.837,1585,29,4
roi-optimal,426.50,3,8254.42,37.141,28.360,1587,29,4
roi-optimal,427.00,3,8262.96,31.495,27.153,1589,29,4
roi-optimal,427.50,3,8298.51,44.300,27.679,1592,29,4
roi-optimal,428.00,3,8316.12,43.056,28.026,1595,29,4
roi-optimal,428.50,3,8340.84,31.625,27.887,1597,29,4
roi-optimal,429.00,3,8380.19,64.286,28.601,1600,29,4
roi-optimal,429.50,3,8410.38,69.749,29.896,1603,29,4
roi-optimal,430.00,3,8432.09,52.111,31.377,1605,29,4
roi-optimal,430.50,3,8452.54,42.381,30.695,1607,29,4
roi-optimal,431.00,3,8487.03,55.157,30.843,1610,29,4
roi-optimal,431.50,3,8515.86,44.643,31.804,1613,29,4
roi-optimal,432.00,3,8533.46,46.647,32.805,1614,29,4
roi-optimal,432.50,3,8532.16,-2.383,32.323,1614,29,4
roi-optimal,433.00,3,8547.05,13.807,32.729,1615,29,4
roi-optimal,433.50,3,8545.75,13.807,33.404,1615,29,4
roi-optimal,434.00,3,8544.45,-2.383,33.404,1615,29,4
roi-optimal,434.50,3,8543.15,-2.383,33.404,1615,29,4
roi-optimal,435.00,3,8558.04,13.807,34.078,1616,29,4
roi-optimal,435.50,3,8556.74,13.807,34.054,1616,29,4
roi-optimal,436.00,3,8572.22,14.401,33.354,1618,29,4
roi-optimal,436.50,3,8608.47,41.128,32.887,1622,29,4
roi-optimal,437.00,3,8625.23,53.223,33.172,1624,29,4
roi-optimal,437.50,3,8645.27,37.013,33.439,1626,29,4
roi-optimal,438.00,3,8665.12,40.111,33.189,1628,29,4
roi-optimal,438.50,3,8688.96,43.904,33.471,1631,29,4
roi-optimal,439.00,3,8716.88,51.975,34.324,1633,29,4
roi-optimal,439.50,3,8756.30,38.340,34.076,1637,29,4
roi-optimal,440.00,3,8763.24,36.241,33.792,1639,29,4
roi-optimal,440.50,3,8805.86,45.653,34.377,1643,29,4
roi-optimal,441.00,3,8813.58,46.688,33.643,1645,29,4
roi-optimal,441.50,3,8834.32,28.680,31.932,1648,29,4
roi-optimal,442.00,3,8854.46,35.948,31.259,1651,29,4
roi-optimal,442.50,3,8859.12,25.018,30.535,1652,29,4
roi-optimal,443.00,3,8907.71,47.505,30.216,1656,29,4
roi-optimal,443.50,3,8910.28,47.505,30.336,1657,29,4
roi-optimal,444.00,3,8957.60,50.103,30.480,1660,29,4
roi-optimal,444.50,3,8973.75,44.790,32.445,1662,29,4
roi-optimal,445.00,3,8982.78,25.402,32.928,1663,29,4
roi-optimal,445.50,3,8981.48,7.947,32.684,1663,29,4
roi-optimal,446.00,3,8990.51,7.947,33.115,1664,29,4
roi-optimal,446.50,3,8994.36,13.096,33.760,1665,29,4
roi-optimal,447.00,3,9023.70,33.402,34.576,1668,29,4
roi-optimal,447.50,3,9029.52,35.378,35.475,1669,29,4
roi-optimal,448.00,3,9075.50,52.022,37.042,1673,29,4
roi-optimal,448.50,3,9074.20,44.897,37.199,1673,29,4
roi-optimal,449.00,3,9111.34,36.058,36.484,1677,29,4
roi-optimal,449.50,3,9131.30,51.358,37.082,1679,29,4
roi-optimal,450.00,3,9154.05,42.922,37.199,1681,29,4
roi-optimal,450.50,3,9165.83,34.747,36.818,1683,29,4
roi-optimal,451.00,3,9214.37,60.538,37.174,1687,29,4
roi-optimal,451.50,3,9229.04,63.426,38.220,1689,29,4
roi-optimal,452.00,3,9245.80,31.646,38.028,1691,29,4
roi-optimal,452.50,3,9255.74,26.913,37.247,1693,29,4
roi-optimal,453.00,3,9284.97,32.258,36.646,1697,29,4
roi-optimal,453.50,3,9304.28,33.710,36.856,1700,29,4
roi-optimal,454.00,3,9335.14,50.395,37.458,1703,29,4
roi-optimal,454.50,3,9338.99,24.107,37.420,1704,29,4
roi-optimal,455.00,3,9366.78,26.702,36.553,1708,29,4
roi-optimal,455.50,3,9365.48,17.680,35.310,1708,29,4
roi-optimal,456.00,3,9379.63,13.063,33.767,1711,29,4
roi-optimal,456.50,3,9378.33,10.505,32.338,1711,29,4
roi-optimal,457.00,3,9381.14,1.732,31.352,1712,29,4
roi-optimal,457.50,3,9383.96,5.848,31.265,1713,29,4
roi-optimal,458.00,3,9385.21,4.290,31.112,1714,29,4
roi-optimal,458.50,3,9389.06,5.325,30.788,1715,29,4
roi-optimal,459.00,3,9387.76,2.767,29.512,1715,29,4
roi-optimal,459.50,3,9405.36,16.511,28.726,1716,29,4
roi-optimal,460.00,3,9421.97,34.426,27.993,1720,29,4
roi-optimal,460.50,3,9430.51,25.364,27.179,1722,29,4
roi-optimal,461.00,3,9441.84,20.084,26.513,1725,29,4
roi-optimal,461.50,3,9478.49,41.522,26.103,1728,29,4
roi-optimal,462.00,3,9496.53,54.904,26.603,1731,29,4
roi-optimal,462.50,3,9513.27,34.997,26.613,1734,29,4
roi-optimal,463.00,3,9530.82,34.504,25.528,1737,29,4
roi-optimal,463.50,3,9533.63,20.581,23.743,1738,29,4
roi-optimal,464.00,3,9576.80,46.201,24.350,1742,29,4
roi-optimal,464.50,3,9591.79,47.553,25.210,1744,29,4
roi-optimal,465.00,3,9621.79,34.881,25.319,1748,29,4
roi-optimal,465.50,3,9632.42,36.726,25.444,1750,29,4
roi-optimal,466.00,3,9653.88,32.305,24.691,1752,29,4
roi-optimal,466.50,3,9680.50,48.301,25.699,1755,29,4
roi-optimal,467.00,3,9700.54,43.002,26.378,1757,29,4
roi-optimal,467.50,3,9725.81,45.531,27.538,1761,29,4
roi-optimal,468.00,3,9729.66,18.410,27.761,1762,29,4
roi-optimal,468.50,3,9744.56,18.957,28.113,1763,29,4
roi-optimal,469.00,3,9751.24,21.795,28.949,1765,29,4
roi-optimal,469.50,3,9749.94,1.489,28.768,1765,29,4
roi-optimal,470.00,3,9748.64,-2.383,28.490,1765,29,4
roi-optimal,470.50,3,9747.34,-2.383,28.169,1765,29,4
roi-optimal,471.00,3,9764.94,16.511,28.741,1766,29,4
roi-optimal,471.50,3,9763.64,16.511,28.741,1766,29,4
roi-optimal,472.00,3,9784.35,19.624,28.125,1770,29,4
roi-optimal,472.50,3,9806.86,40.885,28.771,1773,29,4
roi-optimal,473.00,3,9810.71,26.585,29.042,1774,29,4
roi-optimal,473.50,3,9828.76,22.109,28.233,1777,29,4
roi-optimal,474.00,3,9866.97,53.910,28.192,1781,29,4
roi-optimal,474.50,3,9889.71,50.240,28.827,1783,29,4
roi-optimal,475.00,3,9915.62,48.876,29.426,1787,29,4
roi-optimal,475.50,3,9924.40,34.907,30.023,1789,29,4
roi-optimal,476.00,3,9931.33,15.924,28.761,1791,29,4
roi-optimal,476.50,3,9948.78,24.596,27.805,1793,29,4
roi-optimal,477.00,3,9973.04,39.363,27.991,1797,29,4
roi-optimal,477.50,3,9985.68,26.011,27.545,1800,29,4
roi-optimal,478.00,3,10001.15,28.326,27.379,1803,29,4
roi-optimal,478.50,3,10016.04,30.568,26.640,1804,29,4
