policy,minutes,stage,cash,net_income_per_min,sustained_income_per_min,customers_served,upgrades,employees
throughput-first,366.00,3,6571.03,36.666,28.411,1369,29,4
throughput-first,366.50,3,6574.88,17.880,27.407,1370,29,4
throughput-first,367.00,3,6603.97,28.010,26.504,1373,29,4
throughput-first,367.50,3,6617.37,42.706,26.879,1375,29,4
throughput-first,368.00,3,6657.12,42.535,27.204,1378,29,4
throughput-first,368.50,3,6676.22,59.068,28.465,1381,29,4
throughput-first,369.00,3,6693.56,36.661,28.825,1384,29,4
throughput-first,369.50,3,6719.38,38.226,27.933,1386,29,4
throughput-first,370.00,3,6724.51,31.169,27.207,1388,29,4
throughput-first,370.50,3,6748.78,23.185,25.810,1391,29,4
throughput-first,371.00,3,6774.00,30.811,24.755,1393,29,4
throughput-first,371.50,3,6789.49,40.921,25.547,1395,29,4
throughput-first,372.00,3,6788.19,14.401,26.247,1395,29,4
throughput-first,372.50,3,6786.89,-2.383,26.247,1395,29,4
throughput-first,373.00,3,6812.71,24.738,27.377,1397,29,4
throughput-first,373.50,3,6811.41,8.547,27.832,1397,29,4
throughput-first,374.00,3,6820.44,7.947,28.263,1398,29,4
throughput-first,374.50,3,6819.14,7.947,28.693,1398,29,4
throughput-first,375.00,3,6817.84,-2.383,28.693,1398,29,4
throughput-first,375.50,3,6827.36,8.440,27.853,1399,29,4
throughput-first,376.00,3,6847.71,30.088,27.127,1401,29,4
throughput-first,376.50,3,6879.51,41.538,26.413,1404,29,4
throughput-first,377.00,3,6889.03,41.538,26.693,1405,29,4
throughput-first,377.50,3,6906.59,27.296,26.481,1409,29,4
throughput-first,378.00,3,6905.29,12.600,25.479,1409,29,4
throughput-first,378.50,3,6935.76,29.387,25.958,1413,29,4
throughput-first,379.00,3,6957.03,41.629,26.525,1417,29,4
throughput-first,379.50,3,6977.48,41.943,26.494,1419,29,4
throughput-first,380.00,3,6997.44,40.631,26.414,1421,29,4
throughput-first,380.50,3,6998.70,21.435,24.846,1422,29,4
throughput-first,381.00,3,7038.23,41.004,25.027,1426,29,4
throughput-first,381.50,3,7057.12,58.641,25.878,1429,29,4
throughput-first,382.00,3,7059.94,21.928,25.493,1430,29,4
throughput-first,382.50,3,7088.78,31.868,25.855,1433,29,4
throughput-first,383.00,3,7108.82,30.198,25.829,1435,29,4
throughput-first,383.50,3,7120.40,15.655,24.776,1437,29,4
throughput-first,384.00,3,7119.10,10.505,24.614,1437,29,4
throughput-first,384.50,3,7139.14,18.957,25.503,1439,29,4
throughput-first,385.00,3,7137.84,18.957,25.262,1439,29,4
throughput-first,385.50,3,7136.54,-2.383,24.807,1439,29,4
throughput-first,386.00,3,7135.24,-2.383,24.376,1439,29,4
throughput-first,386.50,3,7133.94,-2.383,23.946,1439,29,4
throughput-first,387.00,3,7151.54,16.511,24.733,1440,29,4
throughput-first,387.50,3,7161.48,27.752,25.538,1442,29,4
throughput-first,388.00,3,7179.07,27.752,25.441,1443,29,4
throughput-first,388.50,3,7181.89,20.627,24.569,1444,29,4
throughput-first,389.00,3,7203.10,20.128,23.677,1448,29,4
throughput-first,389.50,3,7222.06,35.241,24.008,1452,29,4
throughput-first,390.00,3,7220.76,17.880,24.228,1452,29,4
throughput-first,390.50,3,7243.74,21.895,23.916,1456,29,4
throughput-first,391.00,3,7256.39,15.438,22.825,1459,29,4
throughput-first,391.50,3,7271.28,27.756,22.234,1460,29,4
throughput-first,392.00,3,7303.32,30.957,21.831,1463,29,4
throughput-first,392.50,3,7312.95,27.442,22.081,1464,29,4
throughput-first,393.00,3,7329.69,26.585,21.480,1467,29,4
throughput-first,393.50,3,7355.30,42.559,20.810,1470,29,4
throughput-first,394.00,3,7389.08,54.456,22.165,1472,29,4
throughput-first,394.50,3,7439.06,83.978,24.337,1475,29,4
throughput-first,395.00,3,7468.15,60.391,25.595,1478,29,4
throughput-first,395.50,3,7477.78,38.940,26.565,1479,29,4
throughput-first,396.00,3,7476.48,-2.383,26.028,1479,29,4
throughput-first,396.50,3,7486.29,8.727,25.602,1481,29,4
throughput-first,397.00,3,7484.99,3.577,24.961,1481,29,4
throughput-first,397.50,3,7489.65,3.577,25.209,1482,29,4
throughput-first,398.00,3,7488.35,3.577,25.458,1482,29,4
throughput-first,398.50,3,7487.05,-2.383,25.458,1482,29,4
throughput-first,399.00,3,7485.75,-2.383,24.670,1482,29,4
throughput-first,399.50,3,7490.41,3.577,23.663,1483,29,4
throughput-first,400.00,3,7513.00,27.463,23.651,1487,29,4
throughput-first,400.50,3,7522.77,32.580,24.149,1490,29,4
throughput-first,401.00,3,7545.65,32.872,24.680,1493,29,4
throughput-first,401.50,3,7557.24,34.683,24.657,1495,29,4
throughput-first,402.00,3,7584.91,39.473,25.556,1499,29,4
throughput-first,402.50,3,7621.25,50.740,26.758,1502,29,4
throughput-first,403.00,3,7644.00,59.305,28.586,1504,29,4
throughput-first,403.50,3,7658.92,18.993,28.221,1508,29,4
throughput-first,404.00,3,7661.74,17.959,27.679,1509,29,4
throughput-first,404.50,3,7674.86,16.147,27.209,1512,29,4
throughput-first,405.00,3,7696.20,25.414,27.160,1516,29,4
throughput-first,405.50,3,7720.92,41.134,27.101,1518,29,4
throughput-first,406.00,3,7735.70,39.717,26.487,1520,29,4
throughput-first,406.50,3,7759.75,39.043,24.614,1524,29,4
throughput-first,407.00,3,7774.42,38.936,23.720,1526,29,4
throughput-first,407.50,3,7779.80,9.440,22.491,1528,29,4
throughput-first,408.00,3,7787.52,13.313,23.145,1530,29,4
throughput-first,408.50,3,7786.22,1.489,22.844,1530,29,4
throughput-first,409.00,3,7784.92,-2.383,22.595,1530,29,4
throughput-first,409.50,3,7783.62,-2.383,22.347,1530,29,4
throughput-first,410.00,3,7782.32,-2.383,22.098,1530,29,4
throughput-first,410.50,3,7781.02,-2.383,22.098,1530,29,4
throughput-first,411.00,3,7790.65,8.547,22.554,1531,29,4
throughput-first,411.50,3,7789.35,8.547,22.761,1531,29,4
throughput-first,412.00,3,7831.12,40.690,23.312,1535,29,4
throughput-first,412.50,3,7836.50,47.364,23.928,1537,29,4
throughput-first,413.00,3,7864.91,34.009,23.975,1539,29,4
throughput-first,413.50,3,7914.59,48.596,24.555,1543,29,4
throughput-first,414.00,3,7917.41,52.711,25.107,1544,29,4
throughput-first,414.50,3,7939.33,24.957,24.032,1548,29,4
throughput-first,415.00,3,7959.68,42.489,23.332,1550,29,4
throughput-first,415.50,3,7984.90,45.785,24.448,1552,29,4
throughput-first,416.00,3,8022.09,62.627,26.309,1556,29,4
throughput-first,416.50,3,8023.35,38.665,27.247,1557,29,4
throughput-first,417.00,3,8054.63,32.756,27.553,1561,29,4
throughput-first,417.50,3,8087.03,63.896,28.502,1564,29,4
throughput-first,418.00,3,8089.84,35.430,28.323,1565,29,4
throughput-first,418.50,3,8108.39,17.463,27.424,1568,29,4
throughput-first,419.00,3,8118.67,13.070,26.346,1571,29,4
throughput-first,419.50,3,8134.16,20.832,26.821,1573,29,4
throughput-first,420.00,3,8132.86,8.440,26.618,1573,29,4
throughput-first,420.50,3,8131.56,-2.383,26.457,1573,29,4
throughput-first,421.00,3,8141.08,8.440,26.908,1574,29,4
throughput-first,421.50,3,8139.78,8.440,27.359,1574,29,4
throughput-first,422.00,3,8138.48,-2.383,27.359,1574,29,4
throughput-first,422.50,3,8137.18,-2.383,27.359,1574,29,4
throughput-first,423.00,3,8141.84,3.577,27.151,1575,29,4
throughput-first,423.50,3,8151.36,14.401,27.395,1576,29,4
throughput-first,424.00,3,8184.20,42.580,27.474,1579,29,4
throughput-first,424.50,3,8197.95,46.802,27.451,1581,29,4
throughput-first,425.00,3,8233.88,38.966,27.657,1585,29,4
throughput-first,425.50,3,8256.63,58.895,28.086,1587,29,4
throughput-first,426.00,3,8275.49,41.824,27.633,1590,29,4
throughput-first,426.50,3,8315.51,59.103,29.056,1594,29,4
throughput-first,427.00,3,8318.33,43.056,29.079,1595,29,4
throughput-first,427.50,3,8372.88,57.577,29.571,1599,29,4
throughput-first,428.00,3,8371.58,53.462,29.189,1599,29,4
throughput-first,428.50,3,8391.92,19.264,28.380,1601,29,4
throughput-first,429.00,3,8411.28,39.924,28.679,1603,29,4
throughput-first,429.50,3,8454.75,52.711,28.213,1607,29,4
throughput-first,430.00,3,8489.23,55.157,29.035,1610,29,4
throughput-first,430.50,3,8529.84,75.308,31.445,1613,29,4
throughput-first,431.00,3,8551.85,62.837,33.519,1615,29,4
throughput-first,431.50,3,8577.57,47.947,34.648,1617,29,4
throughput-first,432.00,3,8582.23,30.591,35.571,1618,29,4
throughput-first,432.50,3,8602.19,24.838,36.706,1620,29,4
throughput-first,433.00,3,8611.22,29.207,37.571,1621,29,4
throughput-first,433.50,3,8609.92,-2.383,37.120,1621,29,4
throughput-first,434.00,3,8608.62,-2.383,37.120,1621,29,4
throughput-first,434.50,3,8607.32,-2.383,37.120,1621,29,4
throughput-first,435.00,3,8606.02,-2.383,36.872,1621,29,4
throughput-first,435.50,3,8610.68,3.577,36.421,1622,29,4
throughput-first,436.00,3,8609.38,3.577,34.795,1622,29,4
throughput-first,436.50,3,8647.48,37.013,34.388,1626,29,4
throughput-first,437.00,3,8678.26,61.972,35.346,1629,29,4
throughput-first,437.50,3,8680.83,33.574,34.291,1630,29,4
throughput-first,438.00,3,8735.28,53.362,34.772,1634,29,4
throughput-first,438.50,3,8758.51,67.565,35.124,1637,29,4
throughput-first,439.00,3,8765.44,30.380,34.596,1639,29,4
throughput-first,439.50,3,8797.24,38.945,33.820,1642,29,4
throughput-first,440.00,3,8810.64,45.411,33.484,1644,29,4
throughput-first,440.50,3,8825.60,17.750,33.421,1647,29,4
throughput-first,441.00,3,8840.38,24.807,32.791,1649,29,4
throughput-first,441.50,3,8865.20,39.821,32.254,1653,29,4
throughput-first,442.00,3,8891.02,50.861,32.075,1655,29,4
throughput-first,442.50,3,8931.38,66.400,31.704,1658,29,4
throughput-first,443.00,3,8977.26,86.453,32.688,1662,29,4
throughput-first,443.50,3,8986.29,55.120,32.987,1663,29,4
throughput-first,444.00,3,8995.32,18.277,32.474,1664,29,4
throughput-first,444.50,3,8994.02,7.947,31.770,1664,29,4
throughput-first,445.00,3,8997.87,2.767,30.668,1665,29,4
throughput-first,445.50,3,8996.57,2.767,30.883,1665,29,4
throughput-first,446.00,3,9011.46,13.807,31.558,1666,29,4
throughput-first,446.50,3,9020.49,24.137,32.663,1667,29,4
throughput-first,447.00,3,9037.55,26.312,33.858,1670,29,4
throughput-first,447.50,3,9046.58,22.197,34.634,1671,29,4
throughput-first,448.00,3,9081.07,33.402,35.877,1674,29,4
throughput-first,448.50,3,9095.96,49.593,36.401,1675,29,4
throughput-first,449.00,3,9121.88,41.028,35.528,1678,29,4
throughput-first,449.50,3,9130.91,35.168,35.595,1679,29,4
throughput-first,450.00,3,9166.74,34.747,34.819,1683,29,4
throughput-first,450.50,3,9188.76,58.063,34.423,1685,29,4
throughput-first,451.00,3,9219.13,52.603,35.349,1688,29,4
throughput-first,451.50,3,9257.95,42.886,35.513,1693,29,4
throughput-first,452.00,3,9276.84,57.932,36.035,1696,29,4
throughput-first,452.50,3,9285.87,28.142,36.468,1697,29,4
throughput-first,453.00,3,9308.88,32.259,36.779,1700,29,4
throughput-first,453.50,3,9336.05,50.395,37.219,1703,29,4
throughput-first,454.00,3,9345.05,29.257,36.319,1705,29,4
throughput-first,454.50,3,9351.49,10.512,33.990,1707,29,4
throughput-first,455.00,3,9368.94,24.111,31.393,1709,29,4
throughput-first,455.50,3,9388.76,21.294,29.983,1713,29,4
throughput-first,456.00,3,9390.02,21.294,30.109,1714,29,4
throughput-first,456.50,3,9393.87,5.325,30.000,1715,29,4
throughput-first,457.00,3,9414.02,24.220,30.894,1717,29,4
throughput-first,457.50,3,9423.96,30.310,32.041,1719,29,4
throughput-first,458.00,3,9422.66,4.742,31.664,1719,29,4
throughput-first,458.50,3,9421.36,-2.383,30.559,1719,29,4
throughput-first,459.00,3,9428.05,5.605,29.696,1721,29,4
throughput-first,459.50,3,9435.27,10.008,29.188,1723,29,4
throughput-first,460.00,3,9454.87,27.035,28.923,1726,29,4
throughput-first,460.50,3,9491.52,56.461,29.209,1729,29,4
throughput-first,461.00,3,9498.73,44.080,29.336,1731,29,4
throughput-first,461.50,3,9515.47,24.174,28.878,1734,29,4
throughput-first,462.00,3,9533.02,34.504,28.868,1737,29,4
throughput-first,462.50,3,9535.84,20.581,27.306,1738,29,4
throughput-first,463.00,3,9579.01,46.201,27.039,1742,29,4
throughput-first,463.50,3,9598.11,62.492,27.856,1745,29,4
throughput-first,464.00,3,9603.94,25.148,26.490,1746,29,4
throughput-first,464.50,3,9628.66,30.765,26.600,1749,29,4
throughput-first,465.00,3,9652.22,48.496,27.276,1751,29,4
throughput-first,465.50,3,9654.79,20.384,26.026,1752,29,4
throughput-first,466.00,3,9697.60,45.597,26.706,1756,29,4
throughput-first,466.50,3,9719.50,55.907,28.598,1759,29,4
throughput-first,467.00,3,9724.16,26.783,28.709,1760,29,4
throughput-first,467.50,3,9750.88,31.591,29.138,1764,29,4
throughput-first,468.00,3,9753.45,29.503,29.480,1765,29,4
throughput-first,468.50,3,9773.60,22.942,30.214,1767,29,4
throughput-first,469.00,3,9772.30,19.070,30.000,1767,29,4
throughput-first,469.50,3,9771.00,-2.383,28.638,1767,29,4
throughput-first,470.00,3,9769.70,-2.383,28.341,1767,29,4
throughput-first,470.50,3,9768.40,-2.383,28.341,1767,29,4
throughput-first,471.00,3,9767.10,-2.383,28.008,1767,29,4
throughput-first,471.50,3,9771.76,3.577,27.740,1768,29,4
throughput-first,472.00,3,9794.28,27.396,27.755,1771,29,4
throughput-first,472.50,3,9814.18,40.074,27.072,1775,29,4
throughput-first,473.00,3,9818.84,24.774,26.268,1776,29,4
throughput-first,473.50,3,9858.19,44.226,27.103,1779,29,4
throughput-first,474.00,3,9866.57,26.195,26.757,1781,29,4
throughput-first,474.50,3,9893.43,35.460,27.377,1784,29,4
throughput-first,475.00,3,9919.35,52.991,27.660,1788,29,4
throughput-first,475.50,3,9918.05,24.831,26.091,1788,29,4
throughput-first,476.00,3,9933.50,14.366,25.642,1792,29,4
throughput-first,476.50,3,9948.39,24.596,25.384,1793,29,4
throughput-first,477.00,3,9962.31,29.033,24.574,1796,29,4
throughput-first,477.50,3,9985.29,31.161,25.023,1800,29,4
throughput-first,478.00,3,9990.42,28.326,24.303,1802,29,4
throughput-first,478.50,3,10015.64,30.568,23.247,1804,29,4
throughput-first,479.00,3,10052.10,51.568,24.280,1808,29,4
throughput-first,479.50,3,10061.80,46.376,24.896,1810,29,4
throughput-first,480.00,3,10080.70,28.810,24.867,1813,29,4
throughput-first,480.50,3,10079.40,1.732,23.983,1813,29,4
throughput-first,481.00,3,10085.22,4.742,23.386,1814,29,4
throughput-first,481.50,3,10083.92,4.742,23.683,1814,29,4
throughput-first,482.00,3,10082.62,-2.383,23.683,1814,29,4
throughput-first,482.50,3,10081.32,-2.383,23.683,1814,29,4
throughput-first,483.00,3,10096.21,13.807,24.358,1815,29,4
throughput-first,483.50,3,10099.03,17.923,24.955,1816,29,4
throughput-first,484.00,3,10129.99,33.990,25.230,1820,29,4
throughput-first,484.50,3,10144.48,30.866,24.847,1823,29,4
throughput-first,485.00,3,10145.74,15.969,24.480,1824,29,4
throughput-first,485.50,3,10184.14,37.320,24.192,1828,29,4
throughput-first,486.00,3,10193.17,47.650,25.086,1829,29,4
throughput-first,486.50,3,10219.59,35.661,25.094,1832,29,4
throughput-first,487.00,3,10249.04,34.333,24.317,1836,29,4
throughput-first,487.50,3,10247.74,28.372,24.464,1836,29,4
throughput-first,488.00,3,10284.49,35.661,25.352,1840,29,4
throughput-first,488.50,3,10319.25,60.901,26.864,1844,29,4
throughput-first,489.00,3,10336.84,52.575,27.845,1845,29,4
throughput-first,489.50,3,10350.77,31.737,27.869,1848,29,4
throughput-first,490.00,3,10374.18,37.552,28.254,1851,29,4
throughput-first,490.50,3,10388.36,31.845,28.307,1853,29,4
throughput-first,491.00,3,10447.00,67.887,28.987,1857,29,4
throughput-first,491.50,3,10464.59,76.452,30.240,1858,29,4
throughput-first,492.00,3,10468.44,21.661,29.942,1859,29,4
throughput-first,492.50,3,10471.26,1.732,29.942,1860,29,4
throughput-first,493.00,3,10474.08,5.848,29.988,1861,29,4
throughput-first,493.50,3,10502.00,30.957,31.081,1863,29,4
throughput-first,494.00,3,10500.70,7.947,31.511,1863,29,4
throughput-first,494.50,3,10499.40,-2.383,31.511,1863,29,4
throughput-first,495.00,3,10505.23,4.742,31.133,1864,29,4
throughput-first,495.50,3,10503.93,4.742,30.584,1864,29,4
throughput-first,496.00,3,10510.86,5.848,29.411,1866,29,4
throughput-first,496.50,3,10564.80,56.977,30.499,1870,29,4
throughput-first,497.00,3,10573.58,62.937,32.456,1872,29,4
throughput-first,497.50,3,10600.06,35.478,32.380,1875,29,4
throughput-first,498.00,3,10628.59,37.772,31.968,1877,29,4
throughput-first,498.50,3,10652.47,52.623,32.675,1880,29,4
throughput-first,499.00,3,10664.55,36.179,32.752,1882,29,4
throughput-first,499.50,3,10672.52,20.264,32.414,1884,29,4
throughput-first,500.00,3,10678.92,10.475,31.364,1886,29,4
throughput-first,500.50,3,10684.05,11.756,29.317,1888,29,4
throughput-first,501.00,3,10711.76,33.053,28.503,1892,29,4
throughput-first,501.50,3,10730.97,25.869,28.259,1895,29,4
throughput-first,502.00,3,10738.19,26.643,27.804,1897,29,4
throughput-first,502.50,3,10750.37,19.624,27.295,1899,29,4
throughput-first,503.00,3,10783.72,43.190,26.266,1903,29,4
throughput-first,503.50,3,10782.42,32.259,24.425,1903,29,4
throughput-first,504.00,3,10845.28,61.781,26.096,1908,29,4
throughput-first,504.50,3,10858.17,63.084,28.653,1911,29,4
throughput-first,505.00,3,10875.77,30.703,29.688,1912,29,4
throughput-first,505.50,3,10878.58,20.627,29.258,1913,29,4
throughput-first,506.00,3,10877.28,1.732,28.999,1913,29,4
throughput-first,506.50,3,10875.98,-2.383,28.999,1913,29,4
throughput-first,507.00,3,10877.24,0.175,28.809,1914,29,4
throughput-first,507.50,3,10883.07,7.300,28.915,1915,29,4
throughput-first,508.00,3,10912.19,35.161,30.137,1919,29,4
throughput-first,508.50,3,10919.12,25.443,28.823,1921,29,4
throughput-first,509.00,3,10944.18,32.214,27.543,1925,29,4
throughput-first,509.50,3,10942.88,23.983,27.064,1925,29,4
throughput-first,510.00,3,10979.92,35.958,26.988,1928,29,4
throughput-first,510.50,3,11011.71,52.849,26.997,1931,29,4
throughput-first,511.00,3,11034.72,49.049,27.534,1935,29,4
throughput-first,511.50,3,11052.31,36.707,28.219,1936,29,4
throughput-first,512.00,3,11065.96,31.461,29.093,1940,29,4
throughput-first,512.50,3,11064.66,10.008,29.020,1940,29,4
throughput-first,513.00,3,11076.92,11.173,28.109,1943,29,4
throughput-first,513.50,3,11094.51,30.068,28.284,1944,29,4
throughput-first,514.00,3,11127.22,31.625,28.491,1948,29,4
throughput-first,514.50,3,11141.40,43.232,29.475,1950,29,4
throughput-first,515.00,3,11173.08,46.071,29.595,1953,29,4
throughput-first,515.50,3,11205.61,64.425,30.935,1956,29,4
throughput-first,516.00,3,11215.24,42.381,30.127,1957,29,4
throughput-first,516.50,3,11213.94,-2.383,27.399,1957,29,4
throughput-first,517.00,3,11219.76,4.742,26.317,1958,29,4
throughput-first,517.50,3,11237.36,23.637,26.443,1959,29,4
throughput-first,518.00,3,11263.18,43.632,28.189,1961,29,4
throughput-first,518.50,3,11267.03,18.957,29.078,1962,29,4
throughput-first,519.00,3,11281.92,18.957,29.860,1963,29,4
throughput-first,519.50,3,11301.88,35.068,31.017,1965,29,4
throughput-first,520.00,3,11314.78,33.080,30.931,1967,29,4
throughput-first,520.50,3,11362.15,56.608,32.229,1971,29,4
throughput-first,521.00,3,11364.72,50.151,32.977,1972,29,4
throughput-first,521.50,3,11388.83,26.899,33.098,1976,29,4
throughput-first,522.00,3,11391.40,18.380,32.366,1977,29,4
throughput-first,522.50,3,11416.12,27.513,31.310,1980,29,4
throughput-first,523.00,3,11430.30,35.247,30.735,1982,29,4
throughput-first,523.50,3,11473.92,52.861,31.408,1985,29,4
throughput-first,524.00,3,11513.37,64.392,32.780,1988,29,4
throughput-first,524.50,3,11516.19,42.488,34.134,1989,29,4
throughput-first,525.00,3,11551.15,37.988,35.251,1993,29,4
throughput-first,525.50,3,11559.53,28.753,35.196,1995,29,4
throughput-first,526.00,3,11585.84,34.908,35.333,1998,29,4
throughput-first,526.50,3,11627.95,62.676,36.143,2002,29,4
throughput-first,527.00,3,11664.22,72.638,37.250,2006,29,4
throughput-first,527.50,3,11668.88,41.148,36.280,2007,29,4
throughput-first,528.00,3,11718.45,54.450,36.783,2011,29,4
throughput-first,528.50,3,11717.15,37.665,38.452,2011,29,4
throughput-first,529.00,3,11722.98,4.742,38.452,2012,29,4
throughput-first,529.50,3,11721.68,4.742,37.664,2012,29,4
throughput-first,530.00,3,11727.50,4.742,36.044,2013,29,4
throughput-first,530.50,3,11726.20,4.742,35.452,2013,29,4
throughput-first,531.00,3,11751.52,24.237,35.672,2016,29,4
throughput-first,531.50,3,11752.78,26.795,35.327,2017,29,4
throughput-first,532.00,3,11751.48,0.175,33.956,2017,29,4
throughput-first,532.50,3,11804.21,51.645,33.749,2021,29,4
throughput-first,533.00,3,11824.17,56.715,34.023,2023,29,4
throughput-first,533.50,3,11846.92,42.922,34.690,2025,29,4
throughput-first,534.00,3,11874.59,50.632,36.034,2028,29,4
